DATE,bz,ch,sf,sz
2017-07-11,3.2505,6.801,13.595,0.9672
2017-07-12,3.2258,6.7865,13.235,0.9648
2017-07-13,3.2133,6.7825,13.2525,0.9685
2017-07-14,3.1832,6.7741,13.0275,0.9654
2017-07-17,3.181,6.769,12.91,0.9627
2017-07-18,3.1571,6.7451,12.905,0.9526
2017-07-19,3.1526,6.7511,12.92,0.9548
2017-07-20,3.1374,6.757,13.005,0.9507
2017-07-21,3.1218,6.7663,12.9425,0.9468
2017-07-24,3.1473,6.7488,12.965,0.9456
2017-07-25,3.1617,6.7495,13.025,0.9496
2017-07-26,3.1596,6.753,13.0275,0.958
2017-07-27,3.1527,6.741,13.025,0.9656
2017-07-28,3.1424,6.7362,13.0225,0.9685
2017-07-31,3.1338,6.724,13.2225,0.965
2017-08-01,3.1143,6.717,13.215,0.9655
2017-08-02,3.1165,6.72,13.21,0.9684
2017-08-03,3.1209,6.715,13.3925,0.969
2017-08-04,3.1176,6.7272,13.46,0.9721
2017-08-07,3.1247,6.7207,13.27,0.9728
2017-08-08,3.1295,6.7049,13.2,0.9766
2017-08-09,3.1498,6.672,13.455,0.9649
2017-08-10,3.1518,6.646,13.355,0.9647
2017-08-11,3.1639,6.6612,13.47,0.962
2017-08-14,3.176,6.6695,13.2975,0.9714
2017-08-15,3.1942,6.6845,13.3075,0.9718
2017-08-16,3.1635,6.69,13.21,0.9744
2017-08-17,3.1585,6.673,13.1825,0.9633
2017-08-18,3.1548,6.67,13.1525,0.9642
2017-08-21,3.1436,6.663,13.155,0.9629
2017-08-22,3.1505,6.66,13.21,0.9668
2017-08-23,3.1521,6.6569,13.2075,0.9667
2017-08-24,3.1428,6.66,13.2,0.9646
2017-08-25,3.1463,6.6465,13.0325,0.9574
2017-08-28,3.1577,6.6084,13.0425,0.9554
2017-08-29,3.1656,6.5945,12.945,0.948
2017-08-30,3.1592,6.5918,12.98,0.9583
2017-08-31,3.1454,6.5888,12.9925,0.961
2017-09-01,3.1308,6.5552,12.925,0.9626
2017-09-04,3.1269,6.54485,12.925,0.9601500000000001
2017-09-05,3.123,6.5345,12.895,0.9577
2017-09-06,3.1085,6.5221,12.7625,0.9537
2017-09-07,3.099,6.483,12.855,0.9498
2017-09-08,3.0942,6.4773,12.92,0.9456
2017-09-11,3.089,6.5254,12.9525,0.9533
2017-09-12,3.1093,6.5334,12.9975,0.9596
2017-09-13,3.1372,6.54,13.155,0.9639
2017-09-14,3.129,6.552,13.16,0.966
2017-09-15,3.1263,6.55,13.16,0.9594
2017-09-18,3.1288,6.5725,13.2875,0.963
2017-09-19,3.132,6.58,13.3325,0.9628
2017-09-20,3.1198,6.57,13.2325,0.9617
2017-09-21,3.1358,6.5861,13.2575,0.9692
2017-09-22,3.1257,6.5899,13.19,0.9694
2017-09-25,3.1496,6.6189,13.35,0.9682
2017-09-26,3.1703,6.6371,13.3875,0.9706
2017-09-27,3.1915,6.64,13.5375,0.9745
2017-09-28,3.1865,6.6591,13.5275,0.971
2017-09-29,3.164,6.6533,13.51,0.9688
2017-10-02,3.1585,6.6533,13.59,0.9737
2017-10-03,3.1428,6.6533,13.66,0.9734
2017-10-04,3.1237,6.6533,13.59,0.9756
2017-10-05,3.1359,6.6533,13.6325,0.9792
2017-10-06,3.1566,6.6533,13.73,0.9777
2017-10-09,3.1656500000000003,6.6122499999999995,13.73,0.9760500000000001
2017-10-10,3.1747,6.5712,13.6425,0.9744
2017-10-11,3.1649,6.587,13.555,0.9732
2017-10-12,3.1699,6.5855,13.4575,0.976
2017-10-13,3.1542,6.5785,13.26,0.9745
2017-10-16,3.1642,6.5885,13.2775,0.9735
2017-10-17,3.1803,6.622,13.425,0.9804
2017-10-18,3.1777,6.625,13.5675,0.9817
2017-10-19,3.1753,6.6126,13.5375,0.9751
2017-10-20,3.1875,6.6185,13.675,0.9844
2017-10-23,3.2122,6.638,13.735,0.9862
2017-10-24,3.2508,6.6335,13.735,0.989
2017-10-25,3.2519,6.635,14.07,0.9888
2017-10-26,3.253,6.6392,14.1725,0.995
2017-10-27,3.2731,6.6498,14.1725,0.999
2017-10-30,3.2599,6.6498,14.03,0.9969
2017-10-31,3.2705,6.6328,14.1325,0.9968
2017-11-01,3.2697,6.6018,14.08,1.0014
2017-11-02,3.2671,6.6068,14.0175,0.9977
2017-11-03,3.3075,6.636,14.215,1.0002
2017-11-06,3.2782,6.6311,14.1525,0.999
2017-11-07,3.2776,6.638,14.235,0.9996
2017-11-08,3.256,6.6249,14.1205,0.9997
2017-11-09,3.2513,6.6378,14.2525,0.9958
2017-11-10,3.27265,6.6381499999999996,14.2525,0.99665
2017-11-13,3.294,6.6385,14.4925,0.9975
2017-11-14,3.3031,6.635,14.3875,0.9914
2017-11-15,3.3132,6.62,14.395,0.9902
2017-11-16,3.2756,6.6273,14.185,0.9926
2017-11-17,3.2629,6.6245,13.97,0.9882
2017-11-20,3.2573,6.6245,14.045,0.9923
2017-11-21,3.2447,6.6265,13.965,0.9916
2017-11-22,3.2347,6.6086,13.8725,0.9838
2017-11-23,3.2287,6.6042000000000005,13.8725,0.9813000000000001
2017-11-24,3.2227,6.5998,13.8575,0.9788
2017-11-27,3.2247,6.5967,13.7375,0.9804
2017-11-28,3.2055,6.6044,13.595,0.9831
2017-11-29,3.2285,6.6091,13.6375,0.9837
2017-11-30,3.2843,6.609,13.6425,0.9838
2017-12-01,3.2577,6.6137,13.7225,0.9762
2017-12-04,3.2498,6.6185,13.5725,0.9858
2017-12-05,3.2338,6.617,13.47,0.9868
2017-12-06,3.2394,6.6136,13.53,0.9904
2017-12-07,3.2993,6.6173,13.6375,0.9921
2017-12-08,3.3075,6.6199,13.6575,0.9928
2017-12-11,3.2883,6.6175,13.5675,0.99
2017-12-12,3.3298,6.621,13.695,0.9926
2017-12-13,3.3049,6.6171,13.525,0.9894
2017-12-14,3.3396,6.6091,13.4775,0.99
2017-12-15,3.3166,6.6088,13.185,0.9903
2017-12-18,3.2821,6.6088,12.595,0.9856
2017-12-19,3.3008,6.6088,12.725,0.9857
2017-12-20,3.2907,6.5771,12.5875,0.9859
2017-12-21,3.3065,6.5833,12.73,0.989
2017-12-22,3.3209,6.575,12.605,0.9898
2017-12-25,3.3190999999999997,6.55895,12.605,0.9894499999999999
2017-12-26,3.3173,6.5429,12.505,0.9891
2017-12-27,3.3016,6.556,12.3,0.987
2017-12-28,3.3005,6.5322,12.3725,0.9774
2017-12-29,3.3121,6.5063,12.375,0.9738
2018-01-01,3.28705,6.49865,12.375,0.9728
2018-01-02,3.262,6.491,12.44,0.9718
2018-01-03,3.2422,6.501,12.34,0.9762
2018-01-04,3.2274,6.4915,12.31,0.9753
2018-01-05,3.2285,6.4875,12.34,0.9752
2018-01-08,3.2308,6.497,12.385,0.9762
2018-01-09,3.2491,6.5263,12.38,0.9832
2018-01-10,3.2363,6.5055,12.495,0.978
2018-01-11,3.2254,6.4956,12.455,0.9748
2018-01-12,3.2162,6.4607,12.42,0.9713
2018-01-15,3.2218,6.4501,12.42,0.96655
2018-01-16,3.2274,6.4395,12.265,0.9618
2018-01-17,3.2215,6.433,12.2775,0.9616
2018-01-18,3.2169,6.4175,12.1175,0.9586
2018-01-19,3.205,6.399,12.215,0.9612
2018-01-22,3.2024,6.4035,12.09,0.9636
2018-01-23,3.2312,6.4,12.08,0.9598
2018-01-24,3.1938,6.365,11.9275,0.9452
2018-01-25,3.147,6.3189,11.8525,0.9357
2018-01-26,3.1499,6.3199,11.885,0.9342
2018-01-29,3.1634,6.3328,11.97,0.938
2018-01-30,3.1874,6.3199,11.9625,0.9355
2018-01-31,3.1782,6.2841,11.89,0.9321
2018-02-01,3.1718,6.2969,11.84,0.9288
2018-02-02,3.2205,6.2984,12.04,0.932
2018-02-05,3.2365,6.285,12.03,0.9366
2018-02-06,3.2535,6.283,12.005,0.9368
2018-02-07,3.262,6.2649,11.965,0.9438
2018-02-08,3.2895,6.3222,12.1325,0.9386
2018-02-09,3.3083,6.2966,12.0525,0.9393
2018-02-12,3.2949,6.325,11.91,0.9392
2018-02-13,3.2947,6.338,11.94,0.9335
2018-02-14,3.2551,6.3438,11.7425,0.9319
2018-02-15,3.2318,6.3438,11.66,0.9232
2018-02-16,3.2219,6.3438,11.6125,0.9258
2018-02-19,3.23265,6.339449999999999,11.6125,0.9306
2018-02-20,3.2434,6.3351,11.725,0.9354
2018-02-21,3.2581,6.3351,11.6325,0.9375
2018-02-22,3.2579,6.3471,11.67,0.9345
2018-02-23,3.2344,6.3329,11.55,0.9356
2018-02-26,3.2381,6.3115,11.615,0.9388
2018-02-27,3.2472,6.3169,11.7075,0.9398
2018-02-28,3.2428,6.328,11.78,0.943
2018-03-01,3.2421,6.3565,11.8825,0.9461
2018-03-02,3.2513,6.3428,11.9575,0.9378
2018-03-05,3.2527,6.3491,11.84,0.9397
2018-03-06,3.2191,6.3093,11.77,0.9385
2018-03-07,3.2364,6.3225,11.8725,0.9426
2018-03-08,3.262,6.3389,11.9075,0.9499
2018-03-09,3.2469,6.3285,11.81,0.9493
2018-03-12,3.2609,6.327,11.8275,0.9489
2018-03-13,3.2483,6.318,11.7725,0.9437
2018-03-14,3.2641,6.314,11.775,0.9461
2018-03-15,3.2841,6.3202,11.87,0.9502
2018-03-16,3.2897,6.33,11.9925,0.9532
2018-03-19,3.2873,6.3291,12.0625,0.9509
2018-03-20,3.295,6.3328,11.9575,0.9549
2018-03-21,3.2865,6.32,11.9075,0.954
2018-03-22,3.3034,6.331,11.88,0.9491
2018-03-23,3.3125,6.311,11.755,0.9465
2018-03-26,3.3043,6.2685,11.665,0.9442
2018-03-27,3.3263,6.2781,11.6275,0.9474
2018-03-28,3.337,6.2946,11.73,0.9538
2018-03-29,3.3229,6.2876,11.85,0.956
2018-03-30,3.3045,6.2726,11.815,0.9532
2018-04-02,3.3149,6.2785,11.8525,0.9558
2018-04-03,3.3222,6.2881,11.82,0.959
2018-04-04,3.3474,6.3045,11.905,0.9595
2018-04-05,3.3212,6.3045,11.9675,0.9633
2018-04-06,3.3702,6.3045,12.05,0.9602
2018-04-09,3.395,6.3035,12.0775,0.9574
2018-04-10,3.4146,6.2798,12.05,0.9574
2018-04-11,3.3955,6.2655,11.985,0.9578
2018-04-12,3.3902,6.2876,12.015,0.9625
2018-04-13,3.4088,6.2725,12.085,0.9631
2018-04-16,3.4282,6.2752,12.0575,0.9596
2018-04-17,3.4022,6.2804,11.9775,0.9666
2018-04-18,3.3844,6.2722,11.935,0.967
2018-04-19,3.4028,6.2765,11.98,0.9714
2018-04-20,3.4121,6.2945,12.0875,0.9744
2018-04-23,3.4463,6.3158,12.315,0.9776
2018-04-24,3.4685,6.3035,12.3325,0.9804
2018-04-25,3.509,6.3236,12.4625,0.9828
2018-04-26,3.4992,6.334,12.44,0.988
2018-04-27,3.4685,6.3325,12.3675,0.9884
2018-04-30,3.4854,6.3325,12.4775,0.9911
2018-05-01,3.507,6.3325,12.62,0.9954
2018-05-02,3.5404,6.361,12.6625,0.9975
2018-05-03,3.5496,6.352,12.675,0.9978
2018-05-04,3.5213,6.3589,12.52,1.0005
2018-05-07,3.5543,6.364,12.5325,1.0023
2018-05-08,3.585,6.369,12.6275,1.0016
2018-05-09,3.5965,6.3585,12.59,1.0042
2018-05-10,3.5554,6.344,12.3375,1.0036
2018-05-11,3.5879,6.3333,12.275,0.9996
2018-05-14,3.6212,6.336,12.265,0.9976
2018-05-15,3.6659,6.376,12.545,0.9998
2018-05-16,3.68,6.3706,12.4375,1.0004
2018-05-17,3.7073,6.3645,12.58,1.0014
2018-05-18,3.7438,6.3768,12.72,0.997
2018-05-21,3.7096,6.3815,12.7,0.9978
2018-05-22,3.6367,6.366,12.525,0.9924
2018-05-23,3.6411,6.3875,12.535,0.9952
2018-05-24,3.6402,6.3757,12.4375,0.9916
2018-05-25,3.6586,6.3903,12.4575,0.9912
2018-05-28,3.69345,6.40325,12.4575,0.9918
2018-05-29,3.7283,6.4162,12.6275,0.9924
2018-05-30,3.7389,6.4175,12.515,0.989
2018-05-31,3.7262,6.4096,12.6825,0.9844
2018-06-01,3.755,6.418,12.64,0.9867
2018-06-04,3.7446,6.405,12.5675,0.9884
2018-06-05,3.778,6.4042,12.7625,0.986
2018-06-06,3.8178,6.385,12.7,0.9844
2018-06-07,3.9294,6.389,12.945,0.9822
2018-06-08,3.7429,6.4031,13.095,0.986
2018-06-11,3.6839,6.4,13.1169,0.9848
2018-06-12,3.6745,6.3992,13.2405,0.9841
2018-06-13,3.7116,6.3944,13.2424,0.9844
2018-06-14,3.7018,6.398,13.3075,0.9942
2018-06-15,3.7511,6.4379,13.375,0.9962
2018-06-18,3.7537,6.4379,13.705,0.9952
2018-06-19,3.7306,6.4802,13.705,0.9951
2018-06-20,3.7349,6.4713,13.6,0.9956
2018-06-21,3.7992,6.49,13.645,0.9921
2018-06-22,3.7708,6.5027,13.43,0.9902
2018-06-25,3.7776,6.536,13.6025,0.9874
2018-06-26,3.7705,6.5759,13.5325,0.9901
2018-06-27,3.8537,6.5992,13.84,0.9962
2018-06-28,3.8543,6.6235,13.825,0.9979
2018-06-29,3.8561,6.6171,13.7125,0.9922
2018-07-02,3.9135,6.6632,13.8925,0.9946
2018-07-03,3.8789,6.6368,13.6875,0.9922
2018-07-04,3.90155,6.6354500000000005,13.6875,0.9923
2018-07-05,3.9242,6.6341,13.57,0.9924
2018-07-06,3.906,6.6396,13.49,0.9901
2018-07-09,3.8694,6.6123,13.38,0.992
2018-07-10,3.826,6.6296,13.3375,0.9926
2018-07-11,3.8624,6.6764,13.4925,0.9932
2018-07-12,3.8478,6.663,13.23,1.0009
2018-07-13,3.8659,6.69,13.2825,1.0028
2018-07-16,3.8534,6.6866,13.22,0.9974
2018-07-17,3.8626,6.7018,13.235,0.9992
2018-07-18,3.8412,6.7161,13.2575,0.9994
2018-07-19,3.8808,6.7701,13.53,1.0016
2018-07-20,3.7801,6.7659,13.43,0.9944
2018-07-23,3.7965,6.7927,13.515,0.9927
2018-07-24,3.7381,6.7912,13.3225,0.9944
2018-07-25,3.7075,6.7658,13.175,0.9942
2018-07-26,3.7285,6.7865,13.245,0.9938
2018-07-27,3.7134,6.8097,13.1775,0.994
2018-07-30,3.7228,6.8102,13.1425,0.9885
2018-07-31,3.745,6.8038,13.095,0.9895
2018-08-01,3.753,6.8154,13.2225,0.9923
2018-08-02,3.7555,6.838,13.3875,0.9943
2018-08-03,3.7133,6.8309,13.285,0.9926
2018-08-06,3.7208,6.85,13.3925,0.9963
2018-08-07,3.7128,6.828,13.305,0.9944
2018-08-08,3.7442,6.8344,13.405,0.9943
2018-08-09,3.8164,6.8199,13.6625,0.9906
2018-08-10,3.8539,6.8458,14.065,0.9954
2018-08-13,3.9123,6.888,14.3675,0.9934
2018-08-14,3.8852,6.8809,14.2525,0.993
2018-08-15,3.9135,6.933,14.61,0.9942
2018-08-16,3.8985,6.8792,14.575,0.9962
2018-08-17,3.9385,6.874,14.7775,0.9948
2018-08-20,3.9473,6.8546,14.6125,0.9943
2018-08-21,3.9948,6.8444,14.3425,0.9876
2018-08-22,4.0751,6.84,14.1825,0.9836
2018-08-23,4.0898,6.8748,14.315,0.9848
2018-08-24,4.0944,6.803,14.2825,0.9824
2018-08-27,4.0707,6.8145,14.135,0.9802
2018-08-28,4.1248,6.8018,14.12,0.9752
2018-08-29,4.122,6.819,14.3425,0.9732
2018-08-30,4.2016,6.8415,14.7675,0.9709
2018-08-31,4.128,6.83,14.7,0.9698
2018-09-03,4.1419999999999995,6.8363499999999995,14.7,0.97255
2018-09-04,4.156,6.8427,15.305,0.9753
2018-09-05,4.1589,6.827,15.4725,0.9716
2018-09-06,4.1462,6.8322,15.3,0.9682
2018-09-07,4.0594,6.8419,15.1425,0.9684
2018-09-10,4.1094,6.8545,15.2,0.974
2018-09-11,4.1564,6.8704,15.125,0.9737
2018-09-12,4.1363,6.8574,14.97,0.9704
2018-09-13,4.1752,6.8407,14.815,0.968
2018-09-14,4.1852,6.8673,14.9175,0.9665
2018-09-17,4.1718,6.854,14.91,0.962
2018-09-18,4.1277,6.8591,14.8275,0.962
2018-09-19,4.116,6.8466,14.6225,0.967
2018-09-20,4.0834,6.8455,14.3725,0.9624
2018-09-21,4.0536,6.8559,14.3,0.9593
2018-09-24,4.0733,6.8559,14.2425,0.962
2018-09-25,4.1186,6.8632,14.375,0.9646
2018-09-26,4.0425,6.8763,14.16,0.9681
2018-09-27,3.9968,6.888,14.045,0.9776
2018-09-28,3.9995,6.868,14.155,0.9758
2018-10-01,4.0059,6.868,14.2,0.984
2018-10-02,3.9223,6.868,14.33,0.9844
2018-10-03,3.8806,6.868,14.45,0.9894
2018-10-04,3.9229,6.868,14.7875,0.9925
2018-10-05,3.8808,6.868,14.845,0.9922
2018-10-08,3.8064,6.89485,14.845,0.9924999999999999
2018-10-09,3.732,6.9217,14.6625,0.9928
2018-10-10,3.7594,6.9224,14.62,0.9908
2018-10-11,3.7591,6.888,14.63,0.992
2018-10-12,3.7825,6.9182,14.585,0.9916
2018-10-15,3.7214,6.9131,14.3625,0.9868
2018-10-16,3.7177,6.9102,14.175,0.9894
2018-10-17,3.6813,6.9263,14.14,0.9926
2018-10-18,3.705,6.9367,14.3875,0.994
2018-10-19,3.7121,6.9291,14.4025,0.9968
2018-10-22,3.685,6.9446,14.2825,0.9963
2018-10-23,3.704,6.9373,14.3675,0.9943
2018-10-24,3.7188,6.942,14.49,0.9982
2018-10-25,3.6887,6.9477,14.5275,1.0009
2018-10-26,3.6695,6.9425,14.5625,0.998
2018-10-29,3.667,6.9605,14.5225,1.0006
2018-10-30,3.7156,6.9663,14.6225,1.0046
2018-10-31,3.7129,6.9737,14.76,1.0057
2018-11-01,3.699,6.9205,14.505,1.0033
2018-11-02,3.6965,6.8894,14.38,1.0036
2018-11-05,3.7155,6.9249,14.2225,1.0055
2018-11-06,3.7509,6.9172,14.165,1.0042
2018-11-07,3.7595,6.9174,13.9275,0.9998
2018-11-08,3.7563,6.9318,14.075,1.0033
2018-11-09,3.751,6.9553,14.35,1.0062
2018-11-12,3.77465,6.95495,14.35,1.00725
2018-11-13,3.7983,6.9546,14.4425,1.0083
2018-11-14,3.7831,6.95,14.3575,1.0067
2018-11-15,3.784,6.938,14.225,1.0058
2018-11-16,3.7424,6.9367,14.03,1.0012
2018-11-19,3.7671,6.9398,14.0375,0.9938
2018-11-20,3.7567,6.9448,14.09,0.9944
2018-11-21,3.779,6.9248,13.8675,0.9952
2018-11-22,3.79975,6.93625,13.8675,0.9964
2018-11-23,3.8205,6.9477,13.85,0.9976
2018-11-26,3.879,6.9397,13.88,0.9984
2018-11-27,3.8919,6.9498,13.9775,0.9998
2018-11-28,3.8766,6.9534,13.935,0.9994
2018-11-29,3.8546,6.9419,13.645,0.9966
2018-11-30,3.8571,6.9558,13.84,0.9987
2018-12-03,3.8353,6.8798,13.6725,0.9975
2018-12-04,3.8368,6.8343,13.745,0.9975
2018-12-05,3.86975,6.85795,13.745,0.99505
2018-12-06,3.9027,6.8816,14.125,0.9926
2018-12-07,3.8768,6.8733,14.1575,0.9914
2018-12-10,3.9298,6.9077,14.4358,0.9896
2018-12-11,3.9165,6.8968,14.3525,0.9931
2018-12-12,3.849,6.8778,14.1875,0.992
2018-12-13,3.8856,6.8798,14.185,0.9938
2018-12-14,3.897,6.905,14.38,0.997
2018-12-17,3.8922,6.8962,14.3875,0.9934
2018-12-18,3.9072,6.8939,14.3,0.993
2018-12-19,3.8737,6.8918,14.135,0.9918
2018-12-20,3.85,6.8834,14.38,0.9918
2018-12-21,3.8815,6.9048,14.46,0.9914
2018-12-24,3.8961,6.8980999999999995,14.46,0.9912
2018-12-25,3.9107,6.8914,14.46,0.991
2018-12-26,3.9253,6.8847,14.51,0.9908
2018-12-27,3.8895,6.8649,14.49,0.9902
2018-12-28,3.8711,6.8755,14.3525,0.9838
2018-12-31,3.8804,6.8755,14.3775,0.9832
2019-01-01,3.84635,6.8675999999999995,14.3775,0.9858
2019-01-02,3.8123,6.8597,14.41,0.9884
2019-01-03,3.7429,6.8708,14.3125,0.9889
2019-01-04,3.7149,6.8663,13.9625,0.9859
